record_id,county,scientific_name,s_common_name,inf_taxon,group_member_type_desc,g_rank,s_rank,g1g2s1s2,state_status,state_protect_status_desc,fed_status,fed_protect_desc,listed_species,tracked_species,swap_priority_desc,presence_status,obsrank,locuseclass,date_class,first_obs_date,last_survey_date,dateconvert,count_records,eo_id_sc
934,Aiken,Alosa mediocris,Hickory Shad,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Freshwater,< 5 Years,2021,2021,2021,232,9126
937,Aiken,Alosa sapidissima,American Shad,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Freshwater,< 5 Years,2021,2021,2021,232,20099
938,Aiken,Ambystoma tigrinum,Tiger Salamander,Amphibians,Zoological,G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,1983-01-04,2023-04-25,2023-04-25,232,6912
945,Aiken,Ameiurus brunneus,Snail Bullhead,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,< 5 Years,1974-08-15,2021-08-12,2021-08-12,232,11528
1001,Aiken,Ameiurus catus,White Catfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,> 40 Years,1975-08-05,1975-08-05,1975-08-05,232,11972
1025,Aiken,Ameiurus platycephalus,Flat Bullhead,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,10 - 20 Years,1974-07-24,2010-07-20,2010-07-20,232,12258
1049,Aiken,Amorpha schwerinii,Piedmont Indigo-bush,Dicots,Botanical,G3G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,D? - Possibly poor estimated viability/ecological integrity,Not Recorded,< 5 Years,2020-04-14,2020-05-04,2020-05-04,232,1331
1050,Aiken,Amphicarpum amphicarpon,Pinebarrens Peanut-grass,Monocots,Botanical,G3G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,< 5 Years,2020-05-13,2020-05-13,2020-05-13,232,1329
1051,Aiken,Amphicarpum muehlenbergianum,"Florida Peanut-grass, Blue Maiden-cane",Monocots,Botanical,G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,< 5 Years,2002-08-15,2020-07-20,2020-07-20,232,4059
1052,Aiken,Anaxyrus quercicus,Oak Toad,Amphibians,Zoological,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,20 - 40 Years,2003-04-28,2003-04-28,2003-04-28,232,27070
1054,Aiken,Anemone caroliniana,"Prairie Anemone, Carolina Anemone",Dicots,Botanical,G5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,1984-06-27,2020-03,2020-03,232,4082
1055,Aiken,Anguilla rostrata,American Eel,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2021-08-27,2021-08-27,2021-08-27,232,30750
1196,Aiken,Aristida condensata,Big Three-awn,Monocots,Botanical,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,< 5 Years,2020-05-13,2020-05-13,2020-05-13,232,28
1198,Aiken,Arnoglossum reniforme,Great Indian-plantain,Dicots,Botanical,G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,20 - 40 Years,1997-04-17,1997-04-17,1997-04-17,232,22426
1199,Aiken,Asclepias perennis,Aquatic Milkweed,Dicots,Botanical,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1953-06-23,1953-06-23,1953-06-23,232,22234
1200,Aiken,Asclepias tomentosa,Sandhills Milkweed,Dicots,Botanical,G4,S3?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2023-07-03 18:00,2023-07-03 18:00,2023-07-03 18:00,232,30906
1203,Aiken,Astragalus michauxii,"Sandhills Milkvetch, Michaux's Milkvetch",Dicots,Botanical,G3,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2015-04-23,2022-04-28,2022-04-28,232,291
1204,Aiken,Astragalus villosus,"Bearded Milkvetch, Southern Milkvetch",Dicots,Botanical,G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,> 40 Years,1966-04-26,1966-04-26,1966-04-26,232,2191
1207,Aiken,Atlanticoncha ochracea,Tidewater Mucket,Freshwater Mussels,Zoological,G3G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2006-04-20,2006-08-01,2006-08-01,232,16810
1210,Aiken,Atrytone arogos,Arogos Skipper; Eastern Beard Grass Skipper,Butterflies and Skippers,Zoological,G2G3,SH,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Not Applicable,3,H? - Possibly historical,Not applicable,20 - 40 Years,1994-08-18,1994-08-18,1994-08-18,232,5643
1211,Aiken,Baptisia lanceolata var. lanceolata,Gopherweed,Dicots,Botanical,G4T4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,5 - 10 Years,2018-07-22,2018-07-22,2018-07-22,232,22564
1214,Aiken,Bombus pensylvanicus,American Bumble Bee,Bumble Bees,Zoological,G3G4,SNR,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,1949-09-04,2021-08-16,2021-08-16,232,7477
1217,Aiken,Bulbostylis warei,Ware's Hairsedge,Monocots,Botanical,G3G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,1991-06-22,1991-06-22,1991-06-22,232,7053
1218,Aiken,Calamovilfa brevipilis,Pinebarren Sandreed,Monocots,Botanical,G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,20 - 40 Years,2001-08-27,2001-08-27,2001-08-27,232,5729
1219,Aiken,Callophrys irus,Frosted Elfin,Butterflies and Skippers,Zoological,G3,S2S3,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Not Applicable,3,N - Not Ranked,Not applicable,20 - 40 Years,1995-03-23,1996-04-25,1996-04-25,232,23317
1220,Aiken,Cambarus reflexus,Pine Savannah Crayfish,Crayfishes,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,> 40 Years,1984-01-15,1984-01-15,1984-01-15,232,15035
1223,Aiken,Cambarus strigosus,Lean Crayfish,Crayfishes,Zoological,G2,S1?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not Recorded,> 40 Years,1983-04-22,1983-04-22,1983-04-22,232,20538
1225,Aiken,Carex chapmanii,Chapman's Sedge,Monocots,Botanical,G3,S2?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not Recorded,20 - 40 Years,1993-05-20,1993-05-20,1993-05-20,232,22460
1229,Aiken,Carex cherokeensis,"Cherokee Sedge, Wolftail Sedge",Monocots,Botanical,G4G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,2002-02-26,2002-02-26,2002-02-26,232,3765
1230,Aiken,Carex collinsii,Collins's Sedge,Monocots,Botanical,G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,5 - 10 Years,2017-04-25,2017-06-19,2017-06-19,232,22542
1233,Aiken,Carex elliottii,Elliott’s Sedge,Monocots,Botanical,G4?,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,B - Good estimated viability,Not Recorded,< 5 Years,2023-05-12,2023-05-12,2023-05-12,232,23823
1235,Aiken,Carex folliculata,Northern Long Sedge,Monocots,Botanical,G5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,20 - 40 Years,1993-05-18,1993-05-18,1993-05-18,232,3781
1236,Aiken,Carex socialis,Low Woodland Sedge,Monocots,Botanical,G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,20 - 40 Years,2002-02-26,2002-02-26,2002-02-26,232,4441
1238,Aiken,Carpiodes sp. cf. cyprinus,Carolina Quillback,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,Date Unknown,No Date,No Date,No Date,232,11246
1241,Aiken,Carpiodes sp. cf. velifer,Atlantic Highfin Carpsucker,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,Date Unknown,No Date,No Date,No Date,232,17807
1244,Aiken,Ceratiola ericoides,"Rosemary, Florida Rosemary, Sandhill Rosemary, Sand Heath",Dicots,Botanical,G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,D? - Possibly poor estimated viability/ecological integrity,Not Recorded,< 5 Years,2014-08-13,2023-11-09 09:08,2023-11-09 09:08,232,2193
1246,Aiken,Chologaster cornuta,Swampfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,20 - 40 Years,1994-05-31,1994-05-31,1994-05-31,232,12990
1258,Aiken,Cicindela nigrior,Autumn Tiger Beetle,Tiger Beetles,Zoological,G2G3,SNR,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2006-10-23,2006-10-23,2006-10-23,232,7432
1259,Aiken,Cladrastis kentukea,Yellow-wood,Dicots,Botanical,G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,> 40 Years,1978-04-28,1978-04-28,1978-04-28,232,2690
1260,Aiken,Clemmys guttata,Spotted Turtle,Turtles,Zoological,G5,S2,1,ST: State Threatened,ST: State Threatened,ARS: At-Risk Species,ARS: At-Risk Species,1,1,High,3,N - Not Ranked,Not applicable,10 - 20 Years,1980,2007-04-23,2007-04-23,232,7187
1267,Aiken,Condylura cristata,Star-nosed Mole,Mammals,Zoological,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,> 40 Years,1980-05-08,1980-05-08,1980-05-08,232,2341
1269,Aiken,Coreopsis rosea,Rose Coreopsis,Dicots,Botanical,G3,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not Recorded,20 - 40 Years,1981-07-30,1992-07-20,1992-07-20,232,3260
1276,Aiken,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammals,Zoological,G3G4,S2,1,SE: State Endangered,SE: State Endangered,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Breeding,< 5 Years,2009-06-01,2020-06-01,2020-06-01,232,1212
1293,Aiken,Crotalus horridus pop. 1,Timber Rattlesnake - Mountain Population,Reptiles,Zoological,G4T4Q,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2024-06-22 10:20,2024-06-22 10:20,2024-06-22 10:20,232,30910
1296,Aiken,Crotalus horridus pop. 2,Timber Rattlesnake - Coastal Plain Population,Reptiles,Zoological,G4T4Q,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2023-06-28 10:21,2023-06-28 10:21,2023-06-28 10:21,232,23770
1301,Aiken,Croton elliottii,"Pondshore Croton, Elliott's Croton",Dicots,Botanical,G3,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not Recorded,5 - 10 Years,1993-09-01,2017-07-16,2017-07-16,232,22443
1305,Aiken,Cyperus hystricinus,Bristly Flatsedge,Monocots,Botanical,G4,S2?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,D - Poor estimated viability,Not Recorded,< 5 Years,2024-07-09 15:58,2024-07-09 15:58,2024-07-09 15:58,232,28049
1306,Aiken,Cyprinella leedsi,Bannerfin Shiner,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,> 40 Years,1976-06-23,1976-06-23,1976-06-23,232,10966
1312,Aiken,Cystopteris protrusa,Lowland Bladder Fern,Leptosporangiate Ferns,Botanical,G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1984-01-01,1984-01-01,1984-01-01,232,2808
1313,Aiken,Danthonia epilis,Bog Oat-grass,Monocots,Botanical,G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,B - Good estimated viability,Not Recorded,< 5 Years,2024-05-03 13:39,2024-05-03 13:39,2024-05-03 13:39,232,26839
1314,Aiken,Deirochelys reticularia,Chicken Turtle,Turtles,Zoological,G5,S3,1,R: Regulated,R: Regulated,Not Applicable,Not Applicable,1,1,Moderate,3,B - Good estimated viability,Not applicable,< 5 Years,2024-02-17 16:54,2024-02-17 16:54,2024-02-17 16:54,232,26633
1329,Aiken,Deirochelys reticularia reticularia,Chicken Turtle,Turtles,Zoological,G5T5,S3,1,R: Regulated,R: Regulated,Not Applicable,Not Applicable,1,1,Moderate,3,B - Good estimated viability,Not applicable,< 5 Years,2024-02-17 16:54,2024-02-17 16:54,2024-02-17 16:54,232,26633
1338,Aiken,Delphinium carolinianum ssp. carolinianum,"Prairie Larkspur, Carolina Larkspur, Blue Larkspur",Dicots,Botanical,G5T5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,1901-06-04,2021-03-10,2021-03-10,232,501
1339,Aiken,Dichanthelium curtifolium,Short-leaved Witchgrass,Monocots,Botanical,G4T3?,SX,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1867-05-27,1867-05-27,1867-05-27,232,7195
1340,Aiken,Dirca palustris,"Leatherwood, Leatherbark, Wicopee, Rope-bark",Dicots,Botanical,G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B? - Possibly good estimated viability/ecological integrity,Not Recorded,< 5 Years,1964-04-01,2024-11-06 10:48,2024-11-06 10:48,232,1933
1342,Aiken,Dryobates borealis,Red-cockaded Woodpecker,Birds,Zoological,G3,S2,1,SE: State Endangered,SE: State Endangered,LE: Federally Endangered,LT: Federally Threatend,1,1,Highest,3,D? - Possibly poor estimated viability/ecological integrity,Not applicable,< 5 Years,1975,2024-01,2024-01,232,1556
1370,Aiken,Dryophytes avivoca,Bird-voiced Treefrog,Amphibians,Zoological,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2019-04-12,2020-04-25,2020-04-25,232,8012
1372,Aiken,Dryophytes gratiosus,Barking Treefrog,Amphibians,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2023-05-14,2023-05-14,2023-05-14,232,26664
1382,Aiken,Echinacea laevigata,Smooth Purple Coneflower,Dicots,Botanical,G2G3,S3,1,Not Applicable,Not Applicable,LT: Federally Threatened,LT: Federally Threatened,1,1,Highest,3,N - Not Ranked,Not Recorded,> 40 Years,1982-06-23,1982-06-23,1982-06-23,232,3400
1386,Aiken,Elassoma evergladei,Everglades Pygmy Sunfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,> 40 Years,1976-06-07,1976-06-07,1976-06-07,232,13223
1388,Aiken,Eleocharis robbinsii,Robbins’s Spikerush,Monocots,Botanical,G4G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B - Good estimated viability,Not Recorded,< 5 Years,2024-07-19 10:44,2024-07-19 10:44,2024-07-19 10:44,232,28063
1396,Aiken,Elimia catenaria,Gravel Elimia,Freshwater Snails,Zoological,G4,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,10 - 20 Years,2006-04-20,2006-08-01,2006-08-01,232,17260
1399,Aiken,Elliottia racemosa,"Elliottia, Southern-plume, Georgia-plume",Dicots,Botanical,G2?,SX,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,X - Extirpated,Not Recorded,> 40 Years,1853-01-01,1853-01-01,1853-01-01,232,3849
1400,Aiken,Elliptio angustata,Carolina Lance,Freshwater Mussels,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,10 - 20 Years,2006-10-17,2006-10-17,2006-10-17,232,15847
1404,Aiken,Elliptio arctata,Delicate Spike,Freshwater Mussels,Zoological,G2G3Q,SNA,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2021-08-04,2021-08-04,2021-08-04,232,30752
1410,Aiken,Elliptio congaraea,Carolina Slabshell,Freshwater Mussels,Zoological,G3,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2022,2022,2022,232,30795
1435,Aiken,Elliptio fisheriana,Northern Lance,Freshwater Mussels,Zoological,G4,SNA,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,10 - 20 Years,2006-10-17,2006-10-17,2006-10-17,232,17460
1439,Aiken,Elliptio fraterna,Brother Spike,Freshwater Mussels,Zoological,G1G2,S1?,1,SE: State Endangered,SE: State Endangered,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,10 - 20 Years,2006-04-20,2006-08-01,2006-08-01,232,16365
1442,Aiken,Elliptio hopetonensis,Altamaha Slabshell,Freshwater Mussels,Zoological,G4,SU,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,10 - 20 Years,2006-10-17,2006-10-17,2006-10-17,232,20064
1445,Aiken,Elliptio icterina,Variable Spike,Freshwater Mussels,Zoological,G5,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,10 - 20 Years,2006-10-17,2006-10-17,2006-10-17,232,16372
1449,Aiken,Elliptio producta,Atlantic Spike,Freshwater Mussels,Zoological,G3,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,10 - 20 Years,2004-11-17,2007-07-24,2007-07-24,232,16525
1451,Aiken,Elliptio roanokensis,Roanoke Slabshell,Freshwater Mussels,Zoological,G3,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,< 5 Years,2006-08-01,2021-08-04,2021-08-04,232,16620
1460,Aiken,Enemion biternatum,"Isopyrum, False Rue-anemone",Dicots,Botanical,G5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,> 40 Years,1984-06-27,1984-08-02,1984-08-02,232,1514
1461,Aiken,Enneacanthus chaetodon,Blackbanded Sunfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G3G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,< 5 Years,2006-06-07,2020-06-08,2020-06-08,232,13319
1477,Aiken,Enneacanthus obesus,Banded Sunfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,Date Unknown,No Date,No Date,No Date,232,13746
1480,Aiken,Eptesicus fuscus,Big Brown Bat,Mammals,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Nonbreeding,20 - 40 Years,1990,1990,1990,232,22311
